Python  : 3.12.11
PyTorch : 2.8.0+cu128

Mon Mar 23 09:06:04 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.126.09             Driver Version: 580.126.09     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-80GB          Off |   00000000:00:05.0 Off |                    0 |
| N/A   33C    P0             57W /  400W |       6MiB /  81920MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+

  micro batch : 64 × 2048 = 131,072 tokens
  total batch : 524,288 tokens  (grad accum = 4)
  total steps : 1500
  warmup      : 100 steps  →  hold  →  linear warmdown
  optimizer   : Muon lr=0.02 wd=0.01  |  AdamW lr=0.006 wd=0.1

GPTConfig(vocab_size=50304, num_layers=12, num_heads=12, model_dim=768, max_seq_len=2048, logit_softcap=30.0)
params      : 123,568,128  (123.6M total, 84.9M non-embedding)
model vram  : 0.54 GB
compiling   : torch.compile(dynamic=True) ...
train data  : 5,000,000,000 tokens across 50 shards

  [step    0/1500]  loss=11.0148  |      9,201 tok/s  |  step_ms=56981  |  MFU=0.0%  |  mem=76.3GB  |  gnorm=6.971
  [step  534/1500]  loss=3.8939  |    201,788 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.515
  [step  535/1500]  loss=3.9058  |    202,817 tok/s  |  step_ms=2585  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.512
  [step  536/1500]  loss=3.8880  |    201,882 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.496
  [step  537/1500]  loss=3.8798  |    202,067 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.490
  [step  538/1500]  loss=3.8645  |    202,138 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.467
  [step  539/1500]  loss=3.9033  |    201,859 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.510
  [step  540/1500]  loss=3.9158  |    202,349 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.545
  [step  541/1500]  loss=3.9017  |    202,540 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.558
  [step  542/1500]  loss=3.8711  |    202,439 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.535
  [step  543/1500]  loss=3.9147  |    201,695 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.530
  [step  544/1500]  loss=3.9315  |    202,036 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.507
  [step  545/1500]  loss=3.8936  |    202,434 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.509
  [step  546/1500]  loss=3.9005  |    201,883 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.561
  [step  547/1500]  loss=3.8958  |    201,950 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.576
  [step  548/1500]  loss=3.9187  |    201,790 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.561
  [step  549/1500]  loss=3.8557  |    201,854 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.550
  [step  550/1500]  loss=3.8404  |    202,312 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.532
  [step  551/1500]  loss=3.9107  |    201,953 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.552
  [step  552/1500]  loss=3.8779  |    201,586 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.509
  [step  553/1500]  loss=3.8799  |    201,507 tok/s  |  step_ms=2602  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.508
  [step  554/1500]  loss=3.8834  |    201,901 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.509
  [step  555/1500]  loss=3.8883  |    201,963 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.502
  [step  556/1500]  loss=3.8683  |    201,735 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.519
  [step  557/1500]  loss=3.9326  |    201,864 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.531
  [step  558/1500]  loss=3.9088  |    202,292 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.558
  [step  559/1500]  loss=3.9114  |    202,209 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.505
  [step  560/1500]  loss=3.8468  |    201,651 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.527
  [step  561/1500]  loss=3.8644  |    201,583 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.599
  [step  562/1500]  loss=3.8662  |    202,411 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.562
  [step  563/1500]  loss=3.9089  |    201,714 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.522
  [step  564/1500]  loss=3.8694  |    202,318 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.544
  [step  565/1500]  loss=3.8853  |    201,433 tok/s  |  step_ms=2603  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.571
  [step  566/1500]  loss=3.8581  |    201,255 tok/s  |  step_ms=2605  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.550
  [step  567/1500]  loss=3.8808  |    202,169 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.542
  [step  568/1500]  loss=3.8558  |    202,211 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.527
  [step  569/1500]  loss=3.8285  |    202,042 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.506
  [step  570/1500]  loss=3.9014  |    201,594 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.514
  [step  571/1500]  loss=3.8631  |    202,073 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.463
  [step  572/1500]  loss=3.8547  |    202,069 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.469
  [step  573/1500]  loss=3.8793  |    202,008 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.511
  [step  574/1500]  loss=3.8886  |    202,104 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.562
  [step  575/1500]  loss=3.8118  |    202,763 tok/s  |  step_ms=2586  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.549
  [step  576/1500]  loss=3.8783  |    201,908 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.554
  [step  577/1500]  loss=3.8813  |    202,152 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.535
  [step  578/1500]  loss=3.8663  |    201,933 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.539
  [step  579/1500]  loss=3.8824  |    201,909 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.525
  [step  580/1500]  loss=3.8467  |    202,409 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.508
  [step  581/1500]  loss=3.8585  |    201,315 tok/s  |  step_ms=2604  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.553
  [step  582/1500]  loss=3.8700  |    201,567 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.564
  [step  583/1500]  loss=3.8593  |    202,081 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.580
  [step  584/1500]  loss=3.8601  |    202,207 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.524
  [step  585/1500]  loss=3.8702  |    201,887 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.572
  [step  586/1500]  loss=3.8271  |    202,579 tok/s  |  step_ms=2588  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.528
  [step  587/1500]  loss=3.8340  |    202,217 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.521
  [step  588/1500]  loss=3.8419  |    201,795 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.532
  [step  589/1500]  loss=3.8381  |    202,398 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.570
  [step  590/1500]  loss=3.8453  |    201,357 tok/s  |  step_ms=2604  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.566
  [step  591/1500]  loss=3.8407  |    201,791 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.580
  [step  592/1500]  loss=3.8559  |    202,185 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.530
  [step  593/1500]  loss=3.8388  |    201,774 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.514
  [step  594/1500]  loss=3.8261  |    201,980 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.545
  [step  595/1500]  loss=3.8411  |    202,020 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.538
  [step  596/1500]  loss=3.8155  |    202,352 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.523
  [step  597/1500]  loss=3.8338  |    202,271 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.527
  [step  598/1500]  loss=3.8498  |    201,846 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.491
  [step  599/1500]  loss=3.8209  |    201,738 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.485
  [step  600/1500]  loss=3.8460  |    202,100 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.546
  [step  601/1500]  loss=3.8134  |    201,861 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.535
  [step  602/1500]  loss=3.8597  |    202,018 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.546
  [step  603/1500]  loss=3.7947  |    202,775 tok/s  |  step_ms=2586  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.556
  [step  604/1500]  loss=3.8536  |    202,804 tok/s  |  step_ms=2585  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.557
  [step  605/1500]  loss=3.8656  |    201,810 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.541
  [step  606/1500]  loss=3.8491  |    202,816 tok/s  |  step_ms=2585  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.485
  [step  607/1500]  loss=3.8488  |    201,860 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.505
  [step  608/1500]  loss=3.8155  |    202,085 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.499
  [step  609/1500]  loss=3.8654  |    201,051 tok/s  |  step_ms=2608  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.504
  [step  610/1500]  loss=3.8608  |    201,964 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.494
  [step  611/1500]  loss=3.8241  |    202,326 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.542
  [step  612/1500]  loss=3.8022  |    201,355 tok/s  |  step_ms=2604  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.566
  [step  613/1500]  loss=3.8310  |    202,267 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.560
  [step  614/1500]  loss=3.8316  |    202,132 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.574
  [step  615/1500]  loss=3.8500  |    201,474 tok/s  |  step_ms=2602  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.564
  [step  616/1500]  loss=3.8699  |    201,926 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.602
  [step  617/1500]  loss=3.8481  |    202,651 tok/s  |  step_ms=2587  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.550
  [step  618/1500]  loss=3.9105  |    201,975 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.495
  [step  619/1500]  loss=3.8559  |    202,264 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.508
  [step  620/1500]  loss=3.8308  |    202,185 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.528
  [step  621/1500]  loss=3.8506  |    201,888 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.516
  [step  622/1500]  loss=3.8635  |    202,086 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.504
  [step  623/1500]  loss=3.8465  |    201,768 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.515
  [step  624/1500]  loss=3.8429  |    202,551 tok/s  |  step_ms=2588  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.489
  [step  625/1500]  loss=3.8311  |    202,257 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.494
  [val   625/1500]  val_loss=3.8088  |  best=3.8088  |  avg_ms=2595
  [step  626/1500]  loss=3.8123  |    201,536 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.501
  [step  627/1500]  loss=3.8421  |    202,408 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.507
  [step  628/1500]  loss=3.7838  |    202,290 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.480
  [step  629/1500]  loss=3.8040  |    201,240 tok/s  |  step_ms=2605  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.490
  [step  630/1500]  loss=3.8204  |    202,157 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.508
  [step  631/1500]  loss=3.8052  |    201,283 tok/s  |  step_ms=2605  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.504
  [step  632/1500]  loss=3.8081  |    202,054 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.484
  [step  633/1500]  loss=3.8041  |    201,148 tok/s  |  step_ms=2606  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.476
  [step  634/1500]  loss=3.8083  |    202,399 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.478
  [step  635/1500]  loss=3.8419  |    202,279 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.485
  [step  636/1500]  loss=3.8630  |    201,962 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.526
  [step  637/1500]  loss=3.8415  |    202,123 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.505
  [step  638/1500]  loss=3.8247  |    201,606 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.505
  [step  639/1500]  loss=3.8270  |    202,862 tok/s  |  step_ms=2584  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.485
  [step  640/1500]  loss=3.7912  |    201,715 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.435
  [step  641/1500]  loss=3.8131  |    202,242 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.433
  [step  642/1500]  loss=3.7925  |    202,121 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.483
  [step  643/1500]  loss=3.7991  |    202,074 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.498
  [step  644/1500]  loss=3.8237  |    202,264 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.501
  [step  645/1500]  loss=3.8065  |    201,720 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.565
  [step  646/1500]  loss=3.8249  |    201,014 tok/s  |  step_ms=2608  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.559
  [step  647/1500]  loss=3.8198  |    201,477 tok/s  |  step_ms=2602  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.539
  [step  648/1500]  loss=3.8280  |    201,246 tok/s  |  step_ms=2605  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.517
  [step  649/1500]  loss=3.8321  |    202,125 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.474
  [step  650/1500]  loss=3.8209  |    201,790 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.479
  [step  651/1500]  loss=3.7917  |    202,255 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.467
  [step  652/1500]  loss=3.8041  |    201,702 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.474
  [step  653/1500]  loss=3.8136  |    202,695 tok/s  |  step_ms=2587  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.523
  [step  654/1500]  loss=3.8225  |    202,288 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.496
  [step  655/1500]  loss=3.7692  |    201,881 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.505
  [step  656/1500]  loss=3.8016  |    202,479 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.471
  [step  657/1500]  loss=3.8359  |    202,020 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.469
  [step  658/1500]  loss=3.8069  |    201,263 tok/s  |  step_ms=2605  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.487
  [step  659/1500]  loss=3.7955  |    201,372 tok/s  |  step_ms=2604  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.514
  [step  660/1500]  loss=3.7891  |    202,055 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.488
  [step  661/1500]  loss=3.7942  |    202,289 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.457
  [step  662/1500]  loss=3.7794  |    201,654 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.462
  [step  663/1500]  loss=3.7537  |    201,583 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.472
  [step  664/1500]  loss=3.7960  |    201,964 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.460
  [step  665/1500]  loss=3.7813  |    202,581 tok/s  |  step_ms=2588  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.468
  [step  666/1500]  loss=3.8143  |    202,370 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.512
  [step  667/1500]  loss=3.8276  |    202,124 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.501
  [step  668/1500]  loss=3.8304  |    201,513 tok/s  |  step_ms=2602  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.489
  [step  669/1500]  loss=3.8154  |    201,709 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.483
  [step  670/1500]  loss=3.7930  |    201,300 tok/s  |  step_ms=2605  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.474
  [step  671/1500]  loss=3.7926  |    201,861 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.450
  [step  672/1500]  loss=3.7607  |    202,299 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.472
  [step  673/1500]  loss=3.7781  |    201,520 tok/s  |  step_ms=2602  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.507
  [step  674/1500]  loss=3.7894  |    202,158 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.464
  [step  675/1500]  loss=3.8050  |    201,968 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.456
  [step  676/1500]  loss=3.7793  |    202,050 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.453
  [step  677/1500]  loss=3.7609  |    202,201 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.469
  [step  678/1500]  loss=3.8075  |    201,968 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.466
  [step  679/1500]  loss=3.7994  |    201,786 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.470
  [step  680/1500]  loss=3.8047  |    203,135 tok/s  |  step_ms=2581  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.461
  [step  681/1500]  loss=3.7588  |    202,495 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.455
  [step  682/1500]  loss=3.7658  |    201,932 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.469
  [step  683/1500]  loss=3.7690  |    202,164 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.456
  [step  684/1500]  loss=3.7983  |    202,521 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.452
  [step  685/1500]  loss=3.8071  |    202,334 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.459
  [step  686/1500]  loss=3.8035  |    202,026 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.462
  [step  687/1500]  loss=3.7779  |    202,146 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.469
  [step  688/1500]  loss=3.8080  |    202,217 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.472
  [step  689/1500]  loss=3.7822  |    202,408 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.478
  [step  690/1500]  loss=3.7524  |    202,358 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.452
  [step  691/1500]  loss=3.7667  |    201,775 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.447
  [step  692/1500]  loss=3.7671  |    202,166 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.416
  [step  693/1500]  loss=3.8220  |    202,848 tok/s  |  step_ms=2585  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.436
  [step  694/1500]  loss=3.7394  |    202,045 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.505
  [step  695/1500]  loss=3.7372  |    202,265 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.517
  [step  696/1500]  loss=3.7218  |    201,567 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.457
  [step  697/1500]  loss=3.7636  |    202,493 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.455
  [step  698/1500]  loss=3.7366  |    202,516 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.465
  [step  699/1500]  loss=3.7733  |    202,471 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.479
  [step  700/1500]  loss=3.8070  |    202,051 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.477
  [step  701/1500]  loss=3.8014  |    201,756 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.500
  [step  702/1500]  loss=3.7795  |    202,451 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.463
  [step  703/1500]  loss=3.7725  |    201,336 tok/s  |  step_ms=2604  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.478
  [step  704/1500]  loss=3.7265  |    201,943 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.459
  [step  705/1500]  loss=3.7820  |    202,615 tok/s  |  step_ms=2588  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.433
  [step  706/1500]  loss=3.7484  |    202,500 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.464
  [step  707/1500]  loss=3.7715  |    202,708 tok/s  |  step_ms=2586  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.446
  [step  708/1500]  loss=3.7533  |    202,202 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.437
  [step  709/1500]  loss=3.7732  |    202,292 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.409
  [step  710/1500]  loss=3.7294  |    202,039 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.409
  [step  711/1500]  loss=3.7963  |    202,537 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.430
  [step  712/1500]  loss=3.7518  |    202,863 tok/s  |  step_ms=2584  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.422
  [step  713/1500]  loss=3.7623  |    201,539 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.447
  [step  714/1500]  loss=3.7486  |    201,624 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.458
  [step  715/1500]  loss=3.7752  |    202,054 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.481
